comment,n_star,BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
"Galaxy A70 thích nhất là màn hình lớn. Có thể nói là lớn nhất trong các dòng Smarphone hiện nay. Máy dùng rất ok. Loa rất to, loa trong cực êm và rõ. Camera quá ok. Nhất là có chức năng quay chậm (chế độ siêu châm không tốt lắm). Pin dùng rất lâu.",5,Positive,Positive,None,Positive,Positive,None,None,Positive,None,None
Mình mua chính hãng tại thế giới di động đã cập nhật MIUI 11. Khắc phục tốt camera trước khi gọi video massage và zalo. Chỉ có pin vẫn còn tuột nhanh...khi lên MIUI 11 mọi thứ rất vượt mà,4,Negative,Positive,None,None,None,Positive,None,None,None,None
Đt mượt lắm chụp hình cx ok pin trâu ạ chị tiếp viên cũng xik tư vấn nhiệt tìh ,5,None,Positive,None,None,None,Positive,None,None,Positive,None
"Điện thoại tầm giá như này là quá ok rồi ạ , chơi được những dạng game nhẹ + fb , zalo , mess ,... Lâu lâu vẫn có hiện tượng giật lag nhẹ nhưng học sinh xài thì cực ok nha :))",5,None,None,None,None,Positive,Positive,Neutral,None,None,None
"Cam rất net , chơi game thì max cấu hình k lag tý nào pin nếu chơi game thì được tầm 6 7 tiếng , lướt face hay xem film thì chắc phải hơn ngày nói chung là quá ok không chê điểm gì",4,Positive,Positive,None,None,Positive,Positive,None,None,None,None
Xài tầm 20 ngày cảm ứng k nhạy như con j7prim bể lun  hay dính . Pin cũg đc nhưg ko xài cũg đi mấy % game LQ OK Pubg lag vãi . Nhạc lớn OK . Camera k xài ko QT . Nhân viên phân thiện,3,Neutral,Neutral,None,Neutral,None,Negative,None,None,Positive,None
"Mới mua ngày 3 sài rất mượt pin trâu sạc lại nhanh nữa, màu màn hình thì đẹp xuất sắc",5,Positive,None,None,None,None,Positive,None,Positive,None,None
"a51 cấu hình mạnh pin khỏe , thiết kế mỏng gọn mình rất thich dòng sản phẩm samsung a51 này",5,Positive,None,Positive,None,None,Positive,None,None,Positive,None
"Mình mới mua máy được 1 tháng xướt màn hình thì làm thế nào, máy nhiều lần đơ xong tự sập nguồn thì làm sao",1,None,None,None,None,None,Negative,None,None,None,None
"Pin trâu, hơn 4 ngày mới hết. Nhỏ gọn trong tay, máy đẹp, nghe gọi rõ. Rớt 1 vài lần vẫn sd bình thường",4,Positive,None,Positive,Positive,None,None,None,None,None,None
Iphone 7 plus chụp hình đẹp. Pin lâu. TGDĐ nhiều chế độ ưu đãi. Tiếp đón nhiệt tình.,5,Positive,Positive,None,None,None,None,None,None,Positive,None
"Sản phẩm dùng ngon hơn nhiều so với ss a71 
Nv tgdd tư vấn nhiệt tình cho 5*
Mang hình mượt mà",5,None,None,None,Positive,Positive,None,None,None,Positive,None
Máy ngon lành đẹp bền . pin trâu . chụp ảnh tạm loa thì tạm không to nhung có đặc điểm không lo rè vì bật anh hảo cover vẫn không rè ok xem phim ok chơi game ok . mỗi 1 tội là hay bị đơ . nhưng mà mỗi ngày khởi động lại máy 1 lần là hết đơ . nói chung ok hết ,5,None,Neutral,Positive,Neutral,Positive,Neutral,None,None,None,None
Máy này mà choi game 400 MBA trở lên thì giật mọi tác vụ nhẹ thi đều ổn thái độ NV tốt,4,None,None,None,None,Positive,Negative,None,None,Positive,None
"Ưu điểm lớn nhất của ĐT này là pin khá trâu, chơi game hoạt động liên tục 12 tiếng mới hết pin. Nhược điểm là 1 số điểm cảm ứng có vẻ không nhạy. Không biết tại game hay tại máy. Mọi thứ còn lại khá tốt trong tầm giá",5,Positive,None,None,Positive,Positive,None,Neutral,None,None,None
"Mình đã mua khoảng 3 tuần, dùng rất tốt, vừa ví tiền. Pin ổn và trâu, dùng khoảng 1 ngày rưỡi, khá mượt, mình ko dùng nhiều cam nên thấy cx ổn. Nói chung là đáng mua nhé ",5,Positive,Positive,None,None,Positive,Positive,Positive,None,None,None
Vân tay Cảm biến quang học nên chọn ngón tay nào có vân tay rõ dễ mở hơn. Ngón cái và trỏ khó lấy nhất vì 2 ngón đó hãy bị lột da hay do công việc nên vân tay ko rõ đó vậy có người lấy vân tay mở dễ có người miss liên tục. Muốn cảm biến nhạy thì lên vân tay siêu âm ở mấy a cao cấp S10 note10.,5,None,None,None,Negative,None,None,None,None,None,None
"Máy mua được 1 tuần thì mình cảm nhận được:
Rất mượt mà, pin trâu, âm thanh to, chụp ảnh rất nét, nhân viên lại nhiệt tình, nói chung quá ok, còn về chất lượng ntn thì sau này mới biết :)",4,Positive,Positive,None,Positive,Positive,Positive,None,None,Positive,None
"Máy ngon trong tầm giá,tuy nhiên tgdd dạo này làm ăn chán lắm nhé,thiếu người mà không tuyển nhân viên,đến mua hàng đợi dài cổ,đề nghị bổ sung nhân viên bán hàng,đang vội thì chớ,may có ông em quản lý 1 tay 3 súng  nhưng do trời nóng chờ lâu cảm thấy ức chế,đã mua máy tại 146 kim mã ba đình hà nội lúc 19h45 phút(chờ 30 phút)",5,None,None,None,None,Positive,None,Neutral,None,Negative,None
Vivo y11.Pin trâu mọi thứ OK.giá cả phải chăng hợp lý..lần đầu tiên dùng được một sản phẩm ngon bổ rẻ..,5,Positive,None,None,None,Positive,None,Positive,None,None,None
Loa trong bị lỗ không nghe dc chỉ nghe được loa ngoài thôi~~~~~~~~~~~~~~~~~~~~~~`,2,None,None,None,Negative,None,None,None,None,None,None
"Sản phẩm dùng rất tuyệt vời, trong tầm giá 4trieu mình nghĩ đây là sản phẩm pin cao cấu hình khủng thoải sức trải nhiệm",5,Positive,None,None,None,Positive,Positive,None,None,None,None
"Mua hơn 2 tháng, sd thấy ok mượt, ít chơi game nên pin khá trâu, camera nét, vân tay 1 chạm là đc ngay !!!",5,Positive,Positive,None,Positive,Positive,Positive,None,None,None,None
sản phẩm sử dụng rất ngon. kiểu dáng sang trọng và đẹp.sản phẩm rất ít khi nào bị lỗi phần mềm,5,None,None,Positive,None,Positive,Positive,None,None,None,None
Tầm giá 6tr thì mk thấy not8pro này là ngon nhất r. Máy rất mượt Pin trâu . Chiến game bao phê. . theo mk thấy thì bản cập nhật 11.0.6.0 này rất hao pin,5,Positive,None,None,None,Positive,Positive,Neutral,None,None,None
"Máy xài bản Android cũ thì ok. Cập nhật xong thì..
Gọi bị máy hay tự động bỏ số 0 đầu, làm gọi k đc dù số đã lưu trong danh bạ. Đầu số để +84 thì k sao.
Máy hay đứng hình trong trình duyệt, ứng dụng. 
Máy nóng khi chỉ chơi game offline nhẹ (không mở dữ liệu).
 Đã dùng đc 5 tháng",2,None,None,None,Negative,Neutral,Negative,None,None,None,None
"đt tốt nhanh mượt đẹp pin trâu camera ổn v, mà mấy đứa chả bik gì hay bik mà vẩn cứ phá. đúng là k ra gì mà. ngt làm ra đt lỗi như mấy ng nói z r ngt bán cho ai. ngkhc mua 1 lần mà lỗi như z ai dám quay lại. còn nói về xiaomi thì chắc cũng nhìu fan bik chắc lượng thế nào r. sản phẩm này nên mua nhe m.n. 9/10đ. v cho flapship 10đ mới công bằng",5,None,Positive,None,None,Positive,Positive,None,None,None,None
"Lần đầu trãi nghiệm máy phân khúc dưới 5tr của samsung cảm thấy hài lòng. Camera được nâng cấp hơn, bin 5000 nên sử dụng được lâu hơn. Có cả chụp Marco nên khá thích vì mình hay làm.video giải trí.",5,None,Positive,None,Positive,None,None,Neutral,None,Positive,None
"Đẹp quá, tiếc quá mình vừa mua vsmart được 10 ngày. Không biết thegioididong có hỗ trợ trả lại lên đời em này không",5,None,None,Positive,None,None,None,None,None,Neutral,None
"Rất thất vọng khi mua oppo a9 2020.
Pin 5000mh nhưng lại yếu sinh lý. Không sử dụng để chế độ máy bay, tắt hết đa nhiệm. Qua đêm tới sáng giảm 4% pin. Pin nhiều, máy cầm nặng tay nhưng chả được tích sự gì. Camera quãng cáo bảo ok nhưng sử dụng khá thất vọng. Cùng thông số nhưng thua xa realme 5 pro.
Tôi chấp nhận màn hình xấu vì muốn pin trâu và camera ổn.",1,Negative,Negative,None,None,Negative,None,None,None,None,None
Sp rất tốt đáng đồng tiền. Mượt cảm biến nhạy. Máy hoạt động tốt. Chụp hình đẹp chơi game mượt vừa cấu hình,5,None,Positive,None,Positive,Positive,Positive,Positive,None,None,None
Camera trước của máy 8MP mà khi chụp ảnh hoặc gọi video call trên cùng một wifi mà nhìn hình ảnh tối thui và xấu hơn cả camera trước của iphone 5s. Trong khi đó ip 5s cam trước 1.2MP,2,None,Negative,None,None,None,None,None,None,None,None
"Pin quá yếu chơi liên quân chỉ đk 3.4 ván đầu 60fps chơi tiếp nhảy loạn fps giật lag liên tục , mới mua đk 1 tháng quá thất vọng",1,Negative,None,None,None,Negative,Negative,None,None,None,None
"Máy sử dụng khá tốt, tuy nhiên cảm biến vân tay còn chậm. Nhân viên bán hàng tư vấn nhiệt tình, đáp ứng được nhu cầu khách hàng.",3,None,None,None,Negative,Positive,None,None,None,Positive,None
Mua lúc tgdt mới về 1 con đầu tiên.cứ sợ là hàng trưng bài.nhưng thật ra máy khá ngon.từ thiết kế mặt kính rất sang trọng.miui chạy mượt. Camera khá ngon.game thì máy hơi nóng nhưng rất nhanh mát.theo mình nghĩ là do máy làm mát bằng chất lỏng nên đấy hơi nóng ra ngoài để chip và pin dc mát chứ k ph là máy nong nha mn yên tâm,5,None,Positive,Positive,None,Positive,Positive,None,None,None,None
"Máy pin tốt. Chụp ảnh đẹp Chơi game thì ok nhưng Vân  nhiều lúc kém ram 8gb nhưng đa nhiệm không tốt. Mở 2 ,3 ứng dụng tí vào lại là máy phải loading lại.",3,Positive,Positive,None,Negative,None,Negative,None,None,None,None
"Pin tuột nhanh, camera trước và chụp cực tệ. Mặt lưng nhựa rẻ tiền, bắt wifi kém, jack sạc lỏng....
Không đáng với số tiền trên. Thất bại.",1,Negative,Negative,Negative,Negative,Negative,None,Neutral,None,None,None
Có điều máy này có mấy phá bấm ko ăn như chỗ ghế gửi thông báo cho phép hay không thì bấm nó ko ăn,4,None,None,None,Negative,None,None,None,None,None,None
Máy k có đèn báo khi có tin nhắn hay cuộc gọi nhỡ ak. Mình tìm mãi k thấy. Hay phải vào cài đặt,3,None,None,None,Negative,None,None,None,None,None,None
"Camera sau chụp thì ok , camera trước chụp bị tái qua và bị bể hình , gọi video cái áo màu hồng đậm thành màu hồng nhạt , mặt thì tái mết , nói chung không hài lòng oppo reno4 , ai muốn mua xem xét thự kỉ nha nhất la những bạn đang Sài ip",1,None,Neutral,None,None,Negative,None,None,None,None,None
Ai nói hàng bị bóc tem trước khi mua tui ra tại của hàng tự bốc tem sp đẹp cầm sướng cả tay nhân viên TGDD thì khỏi bàn nhiệt tình chu đáo thân thiện.,5,None,None,Positive,None,None,None,None,None,Positive,None
"Mình thấy máy rất tốt luôn í, ban đầu thấy đánh giá một sao nhiều cũng quan ngại lắm mà liều mua xài thử thì thấy rất tốt, pin xài rất lâu, lướt mượt, vân tay hơi chậm nhưng k phải k nhạy như mọi người nói, để đúng là đc à.",4,None,None,None,Positive,Positive,None,None,None,None,None
Đả mua tại điên máy xanh.dùng facebook với trình duyệt web.máy nhiều khi tự xoay ngang màn hình rất ức chế.dù đang để chế độ màn hình dọc,1,None,None,None,None,None,Negative,None,None,None,None
"Máy xài chưa được 1 ngày giật kinh khủng, pin tuột cực kì nhanh. Xem Youtube mà cứ bị đơ không lướt được.
Máy rất tệ.",1,Negative,None,None,None,Negative,Negative,None,None,None,None
"Cảm biến vân tay quá tệ. Độ nhậy kém ,phải mất đến 5s 6s mới nhận đủ thông tin.
 Đây là một chi tiết rất quan trong mà hãng không nâng cấp được, hơi thất vọng. 3*",3,None,None,None,Negative,None,None,None,None,Negative,None
"Không các bạn phàn nàn sao chứ riêng cá nhân mình dùng rất OK,pin trâu chơi game online cả buổi hao10%, lên mạng mượt,phản hồi nhanh, chụp hình cũng tương đối,số với giá tiền thì rất hài lòng về em này",5,Positive,Neutral,None,None,Positive,Positive,Neutral,None,None,None
"Đầu tiên về chất lượng phục vụ ở tgdd rất tốt, nhân viên vô cùng nhiệt tình
Về phần máy xài oke so với tầm giá, pin trâu nhưng lúc sạc máy rất nóng",4,Positive,None,None,None,Positive,Negative,Neutral,None,Positive,None
"xài đến hôm nay là ngày thứ 5, mọi thứ vẫn ok nhưng 2 góc trên cùng màn hình máy không dc nhạy cho lắm. (không hiểu vì sao?) Pin đúng nhanh hết thật. Còn lại mọi thứ vẫn ổn. Chưa hối hận vì mua em này. Rất thích. 
Về TGDĐ, mình rất thích mua hàng ở đây vì dc hỗ trợ rất tận tình, thân thiện, nhưng cho đến 2 lần gần đây, khi mình mua hàng ở TGDĐ LVS cảm giác không thân thiện như ấn tượng ban đầu của mình nữa. :))",4,Negative,None,None,None,Positive,None,None,None,Positive,None
"Thiết kế đẹp , kiểu dáng sang trọng , máy chạy mượt , sử dụng chơi liên quân nhiều giờ ko bị nóng máy. rất ok",5,None,None,Positive,None,None,Positive,None,None,None,None
máy chậm khi chụp ảnh rồi thoát ra giao diện khác hay bị đơ. đó h xài nokia thôi sao giờ chất lượng kém quá,1,None,None,None,None,Negative,Negative,None,None,None,None
Dùng được hơn 20 ngày. Pin dùng dư 1 ngày. Cam vừa đủ dùng. Sản phẩm tốt cho người dùng phổ thông.,5,Positive,Neutral,None,None,Positive,None,None,None,None,None
"Máy ngon trong tầm giá Pin trâu sạc nhanh cảm ứng mượt, chơi game ổn, chụp hình rõ nét",5,Positive,Positive,None,Positive,Positive,Positive,Neutral,None,None,None
Mới mua và sd đc mấy hôm.mựợt ngon game tốt.nhân viên fục vụ ra tận cửa thích qá póc thêm máy nữa tes máy các kiểu vẫn ok luôn..đem về ngâm nước tốt nhug khi bốc lên loa kép rè chút xíu rồi lại hết..chuẫn ip67 trên 7plus ko đả nhu 8plus mặc dù ip67.máy mới ok lắm các bác ạ,5,None,None,None,Negative,Positive,Positive,None,None,Positive,None
